,district,day,month,hour,Crime Occurences,Class
19544,TENDERLOIN,Thursday,11,8,81,Medium
11125,PARK,Sunday,8,13,81,Medium
13389,RICHMOND,Thursday,6,21,81,Medium
16280,TARAVAL,Friday,7,8,81,Medium
13432,RICHMOND,Thursday,8,16,81,Medium
16268,TARAVAL,Friday,6,20,81,Medium
1855,BAYVIEW,Wednesday,6,7,81,Medium
11317,PARK,Thursday,4,13,81,Medium
20088,TENDERLOIN,Wednesday,10,0,81,Medium
11318,PARK,Thursday,4,14,81,Medium
6795,MISSION,Saturday,8,3,81,Medium
16186,TARAVAL,Friday,3,10,81,Medium
11821,PARK,Wednesday,1,13,81,Medium
12756,RICHMOND,Saturday,4,12,81,Medium
12760,RICHMOND,Saturday,4,16,81,Medium
6943,MISSION,Sunday,2,7,81,Medium
16161,TARAVAL,Friday,2,9,81,Medium
20122,TENDERLOIN,Wednesday,11,10,81,Medium
20135,TENDERLOIN,Wednesday,11,23,81,Medium
12833,RICHMOND,Saturday,7,17,81,Medium
7513,MISSION,Tuesday,2,1,81,Medium
11320,PARK,Thursday,4,16,81,Medium
14032,RICHMOND,Wednesday,9,16,81,Medium
31,BAYVIEW,Friday,2,7,81,Medium
7759,MISSION,Tuesday,12,7,81,Medium
8329,NORTHERN,Friday,12,1,81,Medium
11110,PARK,Sunday,7,22,81,Medium
5720,INGLESIDE,Tuesday,11,8,81,Medium
16550,TARAVAL,Monday,6,14,81,Medium
9295,NORTHERN,Thursday,4,7,81,Medium
16719,TARAVAL,Saturday,1,15,81,Medium
9289,NORTHERN,Thursday,4,1,81,Medium
16664,TARAVAL,Monday,11,8,81,Medium
10914,PARK,Saturday,11,18,81,Medium
14378,SOUTHERN,Friday,12,2,81,Medium
12600,RICHMOND,Monday,10,0,81,Medium
16594,TARAVAL,Monday,8,10,81,Medium
15582,SOUTHERN,Tuesday,2,6,81,Medium
11901,PARK,Wednesday,4,21,81,Medium
18873,TENDERLOIN,Saturday,7,9,81,Medium
18874,TENDERLOIN,Saturday,7,10,81,Medium
19974,TENDERLOIN,Wednesday,5,6,81,Medium
254,BAYVIEW,Friday,11,14,81,Medium
13331,RICHMOND,Thursday,4,11,81,Medium
18933,TENDERLOIN,Saturday,9,21,81,Medium
2377,CENTRAL,Monday,4,1,81,Medium
16461,TARAVAL,Monday,2,21,81,Medium
18994,TENDERLOIN,Saturday,12,10,81,Medium
12901,RICHMOND,Saturday,10,13,81,Medium
13366,RICHMOND,Thursday,5,22,81,Medium
11064,PARK,Sunday,6,0,81,Medium
12881,RICHMOND,Saturday,9,17,81,Medium
20015,TENDERLOIN,Wednesday,6,23,81,Medium
295,BAYVIEW,Monday,1,7,81,Medium
8431,NORTHERN,Monday,4,7,81,Medium
13071,RICHMOND,Sunday,5,15,81,Medium
7807,MISSION,Wednesday,2,7,81,Medium
17542,TARAVAL,Thursday,11,22,81,Medium
945,BAYVIEW,Sunday,4,9,81,Medium
10338,PARK,Friday,11,18,81,Medium
10165,PARK,Friday,4,13,81,Medium
937,BAYVIEW,Sunday,4,1,81,Medium
10367,PARK,Friday,12,23,81,Medium
4009,CENTRAL,Wednesday,12,1,81,Medium
19736,TENDERLOIN,Tuesday,7,8,81,Medium
4786,INGLESIDE,Saturday,8,10,81,Medium
10605,PARK,Monday,10,21,81,Medium
817,BAYVIEW,Saturday,11,1,81,Medium
10546,PARK,Monday,8,10,81,Medium
10581,PARK,Monday,9,21,81,Medium
4791,INGLESIDE,Saturday,8,15,81,Medium
17759,TARAVAL,Tuesday,8,23,81,Medium
4402,INGLESIDE,Monday,4,10,81,Medium
17853,TARAVAL,Tuesday,12,21,81,Medium
10556,PARK,Monday,8,20,81,Medium
19759,TENDERLOIN,Tuesday,8,7,81,Medium
10149,PARK,Friday,3,21,81,Medium
13862,RICHMOND,Wednesday,2,14,81,Medium
4873,INGLESIDE,Saturday,12,1,81,Medium
17591,TARAVAL,Tuesday,1,23,81,Medium
17529,TARAVAL,Thursday,11,9,81,Medium
4666,INGLESIDE,Saturday,3,10,81,Medium
11200,PARK,Sunday,11,16,81,Medium
17710,TARAVAL,Tuesday,6,22,81,Medium
14767,SOUTHERN,Saturday,4,7,81,Medium
10173,PARK,Friday,4,21,81,Medium
17531,TARAVAL,Thursday,11,11,81,Medium
11395,PARK,Thursday,7,19,81,Medium
13481,RICHMOND,Thursday,10,17,81,Medium
8018,MISSION,Wednesday,11,2,80,Medium
13887,RICHMOND,Wednesday,3,15,80,Medium
16606,TARAVAL,Monday,8,22,80,Medium
13578,RICHMOND,Tuesday,2,18,80,Medium
5434,INGLESIDE,Thursday,11,10,80,Medium
16608,TARAVAL,Monday,9,0,80,Medium
19212,TENDERLOIN,Sunday,9,12,80,Medium
11662,PARK,Tuesday,6,22,80,Medium
19880,TENDERLOIN,Wednesday,1,8,80,Medium
13527,RICHMOND,Thursday,12,15,80,Medium
4706,INGLESIDE,Saturday,5,2,80,Medium
17536,TARAVAL,Thursday,11,16,80,Medium
12281,RICHMOND,Friday,8,17,80,Medium
17437,TARAVAL,Thursday,7,13,80,Medium
13149,RICHMOND,Sunday,8,21,80,Medium
1127,BAYVIEW,Sunday,11,23,80,Medium
9817,NORTHERN,Wednesday,2,1,80,Medium
13601,RICHMOND,Tuesday,3,17,80,Medium
4705,INGLESIDE,Saturday,5,1,80,Medium
12096,RICHMOND,Friday,1,0,80,Medium
5336,INGLESIDE,Thursday,7,8,80,Medium
14715,SOUTHERN,Saturday,2,3,80,Medium
5367,INGLESIDE,Thursday,8,15,80,Medium
17008,TARAVAL,Sunday,1,16,80,Medium
15870,SOUTHERN,Wednesday,2,6,80,Medium
10199,PARK,Friday,5,23,80,Medium
18479,TENDERLOIN,Monday,2,23,80,Medium
13262,RICHMOND,Thursday,1,14,80,Medium
10837,PARK,Saturday,8,13,80,Medium
11603,PARK,Tuesday,4,11,80,Medium
1759,BAYVIEW,Wednesday,2,7,80,Medium
12523,RICHMOND,Monday,6,19,80,Medium
12524,RICHMOND,Monday,6,20,80,Medium
13882,RICHMOND,Wednesday,3,10,80,Medium
12977,RICHMOND,Sunday,1,17,80,Medium
12759,RICHMOND,Saturday,4,15,80,Medium
11775,PARK,Tuesday,11,15,80,Medium
18606,TENDERLOIN,Monday,8,6,80,Medium
14283,SOUTHERN,Friday,8,3,80,Medium
19559,TENDERLOIN,Thursday,11,23,80,Medium
5625,INGLESIDE,Tuesday,7,9,80,Medium
8114,NORTHERN,Friday,3,2,80,Medium
4657,INGLESIDE,Saturday,3,1,80,Medium
6776,MISSION,Saturday,7,8,80,Medium
4667,INGLESIDE,Saturday,3,11,80,Medium
10570,PARK,Monday,9,10,80,Medium
10888,PARK,Saturday,10,16,80,Medium
10864,PARK,Saturday,9,16,80,Medium
1105,BAYVIEW,Sunday,11,1,80,Medium
12111,RICHMOND,Friday,1,15,80,Medium
2768,CENTRAL,Saturday,8,8,80,Medium
11602,PARK,Tuesday,4,10,80,Medium
12859,RICHMOND,Saturday,8,19,80,Medium
17470,TARAVAL,Thursday,8,22,80,Medium
8215,NORTHERN,Friday,7,7,80,Medium
10774,PARK,Saturday,5,22,80,Medium
18525,TENDERLOIN,Monday,4,21,80,Medium
12660,RICHMOND,Monday,12,12,80,Medium
11275,PARK,Thursday,2,19,80,Medium
13287,RICHMOND,Thursday,2,15,80,Medium
19988,TENDERLOIN,Wednesday,5,20,80,Medium
16867,TARAVAL,Saturday,7,19,80,Medium
17782,TARAVAL,Tuesday,9,22,80,Medium
15482,SOUTHERN,Thursday,10,2,80,Medium
16862,TARAVAL,Saturday,7,14,80,Medium
10247,PARK,Friday,7,23,80,Medium
16847,TARAVAL,Saturday,6,23,80,Medium
9099,NORTHERN,Sunday,8,3,80,Medium
11825,PARK,Wednesday,1,17,80,Medium
18826,TENDERLOIN,Saturday,5,10,80,Medium
18913,TENDERLOIN,Saturday,9,1,80,Medium
6199,MISSION,Friday,7,7,80,Medium
12384,RICHMOND,Monday,1,0,80,Medium
13918,RICHMOND,Wednesday,4,22,80,Medium
10717,PARK,Saturday,3,13,80,Medium
17270,TARAVAL,Sunday,12,14,80,Medium
10101,PARK,Friday,1,21,80,Medium
6410,MISSION,Monday,4,2,80,Medium
13051,RICHMOND,Sunday,4,19,80,Medium
17831,TARAVAL,Tuesday,11,23,80,Medium
3746,CENTRAL,Wednesday,1,2,80,Medium
13980,RICHMOND,Wednesday,7,12,80,Medium
2567,CENTRAL,Monday,11,23,80,Medium
4738,INGLESIDE,Saturday,6,10,80,Medium
19377,TENDERLOIN,Thursday,4,9,80,Medium
13800,RICHMOND,Tuesday,12,0,80,Medium
10160,PARK,Friday,4,8,80,Medium
14811,SOUTHERN,Saturday,6,3,80,Medium
13915,RICHMOND,Wednesday,4,19,80,Medium
18923,TENDERLOIN,Saturday,9,11,80,Medium
8599,NORTHERN,Monday,11,7,80,Medium
2401,CENTRAL,Monday,5,1,80,Medium
17744,TARAVAL,Tuesday,8,8,80,Medium
18143,TARAVAL,Wednesday,12,23,80,Medium
18153,TENDERLOIN,Friday,1,9,80,Medium
2137,CENTRAL,Friday,6,1,80,Medium
11104,PARK,Sunday,7,16,80,Medium
872,BAYVIEW,Sunday,1,8,80,Medium
2350,CENTRAL,Monday,2,22,80,Medium
11840,PARK,Wednesday,2,8,80,Medium
19680,TENDERLOIN,Tuesday,5,0,80,Medium
12064,PARK,Wednesday,11,16,80,Medium
13072,RICHMOND,Sunday,5,16,80,Medium
18117,TARAVAL,Wednesday,11,21,80,Medium
5089,INGLESIDE,Sunday,9,1,80,Medium
10148,PARK,Friday,3,20,80,Medium
7639,MISSION,Tuesday,7,7,80,Medium
10112,PARK,Friday,2,8,80,Medium
10103,PARK,Friday,1,23,80,Medium
17223,TARAVAL,Sunday,10,15,80,Medium
5695,INGLESIDE,Tuesday,10,7,80,Medium
7874,MISSION,Wednesday,5,2,80,Medium
12327,RICHMOND,Friday,10,15,80,Medium
17111,TARAVAL,Sunday,5,23,80,Medium
2168,CENTRAL,Friday,7,8,80,Medium
1033,BAYVIEW,Sunday,8,1,80,Medium
5263,INGLESIDE,Thursday,4,7,80,Medium
5194,INGLESIDE,Thursday,1,10,80,Medium
18285,TENDERLOIN,Friday,6,21,80,Medium
18848,TENDERLOIN,Saturday,6,8,80,Medium
12790,RICHMOND,Saturday,5,22,80,Medium
13028,RICHMOND,Sunday,3,20,80,Medium
18322,TENDERLOIN,Friday,8,10,80,Medium
1903,BAYVIEW,Wednesday,8,7,80,Medium
15270,SOUTHERN,Thursday,1,6,80,Medium
11152,PARK,Sunday,9,16,80,Medium
13385,RICHMOND,Thursday,6,17,80,Medium
7375,MISSION,Thursday,8,7,80,Medium
14598,SOUTHERN,Monday,9,6,80,Medium
13798,RICHMOND,Tuesday,11,22,80,Medium
9991,NORTHERN,Wednesday,9,7,80,Medium
17085,TARAVAL,Sunday,4,21,80,Medium
19487,TENDERLOIN,Thursday,8,23,79,Medium
8696,NORTHERN,Saturday,3,8,79,Medium
12564,RICHMOND,Monday,8,12,79,Medium
10896,PARK,Saturday,11,0,79,Medium
13960,RICHMOND,Wednesday,6,16,79,Medium
19232,TENDERLOIN,Sunday,10,8,79,Medium
2595,CENTRAL,Saturday,1,3,79,Medium
11422,PARK,Thursday,8,22,79,Medium
10385,PARK,Monday,1,17,79,Medium
9051,NORTHERN,Sunday,6,3,79,Medium
10892,PARK,Saturday,10,20,79,Medium
13622,RICHMOND,Tuesday,4,14,79,Medium
11466,PARK,Thursday,10,18,79,Medium
16487,TARAVAL,Monday,3,23,79,Medium
14306,SOUTHERN,Friday,9,2,79,Medium
12636,RICHMOND,Monday,11,12,79,Medium
15529,SOUTHERN,Thursday,12,1,79,Medium
13433,RICHMOND,Thursday,8,17,79,Medium
17650,TARAVAL,Tuesday,4,10,79,Medium
13944,RICHMOND,Wednesday,6,0,79,Medium
4802,INGLESIDE,Saturday,9,2,79,Medium
16259,TARAVAL,Friday,6,11,79,Medium
4815,INGLESIDE,Saturday,9,15,79,Medium
12615,RICHMOND,Monday,10,15,79,Medium
10962,PARK,Sunday,1,18,79,Medium
19152,TENDERLOIN,Sunday,7,0,79,Medium
16689,TARAVAL,Monday,12,9,79,Medium
19211,TENDERLOIN,Sunday,9,11,79,Medium
5867,INGLESIDE,Wednesday,5,11,79,Medium
17819,TARAVAL,Tuesday,11,11,79,Medium
19977,TENDERLOIN,Wednesday,5,9,79,Medium
11801,PARK,Tuesday,12,17,79,Medium
18130,TARAVAL,Wednesday,12,10,79,Medium
11303,PARK,Thursday,3,23,79,Medium
14138,SOUTHERN,Friday,2,2,79,Medium
11708,PARK,Tuesday,8,20,79,Medium
19975,TENDERLOIN,Wednesday,5,7,79,Medium
11918,PARK,Wednesday,5,14,79,Medium
2792,CENTRAL,Saturday,9,8,79,Medium
14979,SOUTHERN,Sunday,1,3,79,Medium
4237,INGLESIDE,Friday,9,13,79,Medium
19219,TENDERLOIN,Sunday,9,19,79,Medium
11099,PARK,Sunday,7,11,79,Medium
5698,INGLESIDE,Tuesday,10,10,79,Medium
12427,RICHMOND,Monday,2,19,79,Medium
10627,PARK,Monday,11,19,79,Medium
16010,SOUTHERN,Wednesday,8,2,79,Medium
13413,RICHMOND,Thursday,7,21,79,Medium
826,BAYVIEW,Saturday,11,10,79,Medium
4978,INGLESIDE,Sunday,4,10,79,Medium
12421,RICHMOND,Monday,2,13,79,Medium
11374,PARK,Thursday,6,22,79,Medium
12426,RICHMOND,Monday,2,18,79,Medium
19689,TENDERLOIN,Tuesday,5,9,79,Medium
19351,TENDERLOIN,Thursday,3,7,79,Medium
13822,RICHMOND,Tuesday,12,22,79,Medium
12322,RICHMOND,Friday,10,10,79,Medium
11614,PARK,Tuesday,4,22,79,Medium
17098,TARAVAL,Sunday,5,10,79,Medium
12443,RICHMOND,Monday,3,11,79,Medium
9914,NORTHERN,Wednesday,6,2,79,Medium
5290,INGLESIDE,Thursday,5,10,79,Medium
13456,RICHMOND,Thursday,9,16,79,Medium
19834,TENDERLOIN,Tuesday,11,10,79,Medium
8575,NORTHERN,Monday,10,7,79,Medium
4993,INGLESIDE,Sunday,5,1,79,Medium
1519,BAYVIEW,Tuesday,4,7,79,Medium
12352,RICHMOND,Friday,11,16,79,Medium
10139,PARK,Friday,3,11,79,Medium
11079,PARK,Sunday,6,15,79,Medium
5065,INGLESIDE,Sunday,8,1,79,Medium
10649,PARK,Monday,12,17,79,Medium
6342,MISSION,Monday,1,6,79,Medium
10115,PARK,Friday,2,11,79,Medium
17735,TARAVAL,Tuesday,7,23,79,Medium
17375,TARAVAL,Thursday,4,23,79,Medium
961,BAYVIEW,Sunday,5,1,79,Medium
11544,PARK,Tuesday,2,0,79,Medium
17279,TARAVAL,Sunday,12,23,79,Medium
1447,BAYVIEW,Tuesday,1,7,79,Medium
11744,PARK,Tuesday,10,8,79,Medium
17253,TARAVAL,Sunday,11,21,79,Medium
10718,PARK,Saturday,3,14,79,Medium
16400,TARAVAL,Friday,12,8,79,Medium
17606,TARAVAL,Tuesday,2,14,79,Medium
11988,PARK,Wednesday,8,12,79,Medium
18071,TARAVAL,Wednesday,9,23,79,Medium
3081,CENTRAL,Sunday,9,9,79,Medium
10582,PARK,Monday,9,22,79,Medium
16913,TARAVAL,Saturday,9,17,79,Medium
17483,TARAVAL,Thursday,9,11,79,Medium
14064,RICHMOND,Wednesday,11,0,79,Medium
18547,TENDERLOIN,Monday,5,19,79,Medium
6294,MISSION,Friday,11,6,79,Medium
17701,TARAVAL,Tuesday,6,13,79,Medium
4762,INGLESIDE,Saturday,7,10,79,Medium
9463,NORTHERN,Thursday,11,7,79,Medium
14863,SOUTHERN,Saturday,8,7,79,Medium
13291,RICHMOND,Thursday,2,19,79,Medium
14082,RICHMOND,Wednesday,11,18,79,Medium
18622,TENDERLOIN,Monday,8,22,79,Medium
8143,NORTHERN,Friday,4,7,79,Medium
14099,RICHMOND,Wednesday,12,11,79,Medium
11177,PARK,Sunday,10,17,79,Medium
18654,TENDERLOIN,Monday,10,6,79,Medium
11514,PARK,Thursday,12,18,79,Medium
16462,TARAVAL,Monday,2,22,79,Medium
12661,RICHMOND,Monday,12,13,79,Medium
19328,TENDERLOIN,Thursday,2,8,79,Medium
12471,RICHMOND,Monday,4,15,79,Medium
9842,NORTHERN,Wednesday,3,2,79,Medium
633,BAYVIEW,Saturday,3,9,79,Medium
18369,TENDERLOIN,Friday,10,9,79,Medium
17443,TARAVAL,Thursday,7,19,79,Medium
1043,BAYVIEW,Sunday,8,11,79,Medium
17029,TARAVAL,Sunday,2,13,79,Medium
10794,PARK,Saturday,6,18,79,Medium
13009,RICHMOND,Sunday,3,1,79,Medium
12783,RICHMOND,Saturday,5,15,79,Medium
14521,SOUTHERN,Monday,6,1,79,Medium
79,BAYVIEW,Friday,4,7,79,Medium
13715,RICHMOND,Tuesday,8,11,79,Medium
13267,RICHMOND,Thursday,1,19,79,Medium
16081,SOUTHERN,Wednesday,11,1,79,Medium
2090,CENTRAL,Friday,4,2,79,Medium
11827,PARK,Wednesday,1,19,78,Medium
343,BAYVIEW,Monday,3,7,78,Medium
4753,INGLESIDE,Saturday,7,1,78,Medium
12691,RICHMOND,Saturday,1,19,78,Medium
20001,TENDERLOIN,Wednesday,6,9,78,Medium
2113,CENTRAL,Friday,5,1,78,Medium
8377,NORTHERN,Monday,2,1,78,Medium
12348,RICHMOND,Friday,11,12,78,Medium
4743,INGLESIDE,Saturday,6,15,78,Medium
12788,RICHMOND,Saturday,5,20,78,Medium
16038,SOUTHERN,Wednesday,9,6,78,Medium
11755,PARK,Tuesday,10,19,78,Medium
12208,RICHMOND,Friday,5,16,78,Medium
1543,BAYVIEW,Tuesday,5,7,78,Medium
11749,PARK,Tuesday,10,13,78,Medium
14056,RICHMOND,Wednesday,10,16,78,Medium
11746,PARK,Tuesday,10,10,78,Medium
12808,RICHMOND,Saturday,6,16,78,Medium
1423,BAYVIEW,Thursday,12,7,78,Medium
7663,MISSION,Tuesday,8,7,78,Medium
17736,TARAVAL,Tuesday,8,0,78,Medium
7682,MISSION,Tuesday,9,2,78,Medium
19440,TENDERLOIN,Thursday,7,0,78,Medium
7731,MISSION,Tuesday,11,3,78,Medium
14004,RICHMOND,Wednesday,8,12,78,Medium
13412,RICHMOND,Thursday,7,20,78,Medium
12786,RICHMOND,Saturday,5,18,78,Medium
19546,TENDERLOIN,Thursday,11,10,78,Medium
14062,RICHMOND,Wednesday,10,22,78,Medium
4741,INGLESIDE,Saturday,6,13,78,Medium
6602,MISSION,Monday,12,2,78,Medium
19201,TENDERLOIN,Sunday,9,1,78,Medium
20087,TENDERLOIN,Wednesday,9,23,78,Medium
6699,MISSION,Saturday,4,3,78,Medium
6747,MISSION,Saturday,6,3,78,Medium
17696,TARAVAL,Tuesday,6,8,78,Medium
12185,RICHMOND,Friday,4,17,78,Medium
10478,PARK,Monday,5,14,78,Medium
8090,NORTHERN,Friday,2,2,78,Medium
14081,RICHMOND,Wednesday,11,17,78,Medium
19286,TENDERLOIN,Sunday,12,14,78,Medium
13408,RICHMOND,Thursday,7,16,78,Medium
1687,BAYVIEW,Tuesday,11,7,78,Medium
16083,SOUTHERN,Wednesday,11,3,78,Medium
12762,RICHMOND,Saturday,4,18,78,Medium
12586,RICHMOND,Monday,9,10,78,Medium
11387,PARK,Thursday,7,11,78,Medium
12979,RICHMOND,Sunday,1,19,78,Medium
13289,RICHMOND,Thursday,2,17,78,Medium
5600,INGLESIDE,Tuesday,6,8,78,Medium
16811,TARAVAL,Saturday,5,11,78,Medium
9458,NORTHERN,Thursday,11,2,78,Medium
5624,INGLESIDE,Tuesday,7,8,78,Medium
11413,PARK,Thursday,8,13,78,Medium
16786,TARAVAL,Saturday,4,10,78,Medium
18624,TENDERLOIN,Monday,9,0,78,Medium
2985,CENTRAL,Sunday,5,9,78,Medium
9433,NORTHERN,Thursday,10,1,78,Medium
